PeakID (cmd=annotatePeaks.pl macs-myeast_summits.bed sacCer3)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
macs-myeast_peak_733	chrIV	1319450	1319450	+	34.6133	NA	promoter-TSS (YDR423C)	promoter-TSS (YDR423C)	-175	YDR423C	852033		NM_001180731		CAD1	YAP2	Cad1p	protein-coding
macs-myeast_peak_890	chrV	328411	328411	+	34.5977	NA	promoter-TSS (YER085C)	promoter-TSS (YER085C)	-66	YER086W	856819		NM_001178977		ILV1	ISO1	threonine ammonia-lyase ILV1	protein-coding
macs-myeast_peak_567	chrIV	765271	765271	+	34.552	NA	promoter-TSS (YDR151C)	promoter-TSS (YDR151C)	-116	YDR151C	851729		NM_001180458		CTH1	-	putative mRNA-binding protein CTH1	protein-coding
macs-myeast_peak_849	chrV	196932	196932	+	34.5424	NA	promoter-TSS (YER021W)	promoter-TSS (YER021W)	-16	YER021W	856742		NM_001178912		RPN3	SUN2	proteasome regulatory particle lid subunit RPN3	protein-coding
macs-myeast_peak_2939	chrXV	580091	580091	+	34.5422	NA	promoter-TSS (YOR136W)	promoter-TSS (YOR136W)	-159	YOR136W	854303		NM_001183555		IDH2	-	isocitrate dehydrogenase (NAD(+)) IDH2	protein-coding
macs-myeast_peak_497	chrIV	512545	512545	+	34.5422	NA	promoter-TSS (YDR034C)	promoter-TSS (YDR034C)	-436	YDR034C	851598		NM_001180342		LYS14	-	Lys14p	protein-coding
macs-myeast_peak_1769	chrX	598683	598683	+	34.5422	NA	promoter-TSS (YJR091C)	promoter-TSS (YJR091C)	-52	YJR092W	853554		NM_001181749		BUD4	-	Bud4p	protein-coding
macs-myeast_peak_1821	chrXI	107125	107125	+	34.5206	NA	promoter-TSS (YKL181W)	promoter-TSS (YKL181W)	-191	YKL181W	853654		NM_001179747		PRS1	PRP1	ribose phosphate diphosphokinase subunit PRS1	protein-coding
macs-myeast_peak_770	chrIV	1469348	1469348	+	34.5011	NA	promoter-TSS (YDR508C)	promoter-TSS (YDR508C)	-52	YDR510W	852122		NM_001180818		SMT3	-	SUMO family protein SMT3	protein-coding
macs-myeast_peak_1085	chrVII	190857	190857	+	34.4729	NA	promoter-TSS (YGL167C)	promoter-TSS (YGL167C)	-272	YGL166W	852710		NM_001181031		CUP2	ACE1	Cup2p	protein-coding
macs-myeast_peak_2676	chrXIV	427572	427572	+	34.3665	NA	promoter-TSS (YNL104C)	promoter-TSS (YNL104C)	-163	YNL103W	855620		NM_001182941		MET4	-	Met4p	protein-coding
macs-myeast_peak_2928	chrXV	544375	544375	+	34.2946	NA	promoter-TSS (YOR116C)	promoter-TSS (YOR116C)	-230	YOR116C	854283		NM_001183535		RPO31	RPC1|RPC160	DNA-directed RNA polymerase III core subunit RPO31	protein-coding
macs-myeast_peak_2987	chrXV	761270	761270	+	34.2822	NA	promoter-TSS (YOR224C)	promoter-TSS (YOR224C)	-5	YOR224C	854399		NM_001183643		RPB8	-	DNA-directed RNA polymerase core subunit RPB8	protein-coding
macs-myeast_peak_829	chrV	141602	141602	+	34.2351	NA	promoter-TSS (YEL008C-A)	promoter-TSS (YEL008C-A)	-290	YEL007W	856711		NM_001178822		MIT1	-	Mit1p	protein-coding
macs-myeast_peak_2235	chrXII	910282	910282	+	34.2108	NA	promoter-TSS (YLR395C)	promoter-TSS (YLR395C)	-317	YLR395C	851111		NM_001182283		COX8	-	cytochrome c oxidase subunit VIII	protein-coding
macs-myeast_peak_1507	chrIX	83283	83283	+	34.1064	NA	promoter-TSS (YIL143C)	promoter-TSS (YIL143C)	-19	YIL142W	854664		NM_001179490		CCT2	BIN3|TCP2	chaperonin-containing T-complex subunit CCT2	protein-coding
macs-myeast_peak_2764	chrXIV	707784	707784	+	34.0566	NA	promoter-TSS (YNR046W)	promoter-TSS (YNR046W)	-4	YNR046W	855782		NM_001183223		TRM112	-	RNA methylation protein TRM112	protein-coding
macs-myeast_peak_3311	chrXVI	802266	802266	+	34.0566	NA	promoter-TSS (YPR137W)	promoter-TSS (YPR137W)	-93	YPR137W	856255		NM_001184234		RRP9	-	Rrp9p	protein-coding
macs-myeast_peak_2070	chrXII	320359	320359	+	34.0566	NA	promoter-TSS (YLR089C)	promoter-TSS (YLR089C)	-342	YLR090W	850779		NM_001181977		XDJ1	-	Xdj1p	protein-coding
macs-myeast_peak_1833	chrXI	143578	143578	+	34.0566	NA	promoter-TSS (YKL164C)	promoter-TSS (YKL164C)	-759	YKL164C	853692		NM_001179730		PIR1	CCW6	beta-1,3-glucan linked protein	protein-coding
macs-myeast_peak_1039	chrVII	39025	39025	+	34.0444	NA	promoter-TSS (YGL246C)	promoter-TSS (YGL246C)	2	YGL245W	852606		NM_001181111		GUS1	GSN1	glutamate--tRNA ligase GUS1	protein-coding
macs-myeast_peak_1707	chrX	373946	373946	+	34.0321	NA	promoter-TSS (YJL039C)	promoter-TSS (YJL039C)	-147	YJL039C	853410		NM_001181473		NUP192	-	Nup192p	protein-coding
macs-myeast_peak_1457	chrVIII	387199	387199	+	33.9519	NA	promoter-TSS (YHR143W-A)	promoter-TSS (YHR143W-A)	-34	YHR143W-A	856547		NM_001179273		RPC10	RPB12	DNA-directed RNA polymerase core subunit RPC10	protein-coding
macs-myeast_peak_2488	chrXIII	751749	751749	+	33.8856	NA	promoter-TSS (YMR240C)	promoter-TSS (YMR240C)	-212	YMR241W	855282		NM_001182748		YHM2	-	Yhm2p	protein-coding
macs-myeast_peak_540	chrIV	657509	657509	+	33.8781	NA	promoter-TSS (YDR101C)	promoter-TSS (YDR101C)	-42	YDR101C	851678		NM_001180409		ARX1	-	putative hydrolase	protein-coding
macs-myeast_peak_1540	chrIX	193464	193464	+	33.8745	NA	promoter-TSS (YIL091C)	promoter-TSS (YIL091C)	-131	YIL090W	854718		NM_001179438		ICE2	-	Ice2p	protein-coding
macs-myeast_peak_3209	chrXVI	453278	453278	+	33.8151	NA	promoter-TSS (YPL057C)	promoter-TSS (YPL057C)	-221	YPL057C	856050		NM_001183871		SUR1	BCL21|CSG1|LPE15	mannosylinositol phosphorylceramide synthase catalytic subunit SUR1	protein-coding
macs-myeast_peak_2978	chrXV	727481	727481	+	33.8143	NA	promoter-TSS (YOR205C)	promoter-TSS (YOR205C)	-31	YOR206W	854381		NM_001183625		NOC2	-	mRNA-binding ribosome synthesis protein NOC2	protein-coding
macs-myeast_peak_2622	chrXIV	269921	269921	+	33.7965	NA	promoter-TSS (YNL197C)	promoter-TSS (YNL197C)	-328	YNL197C	855524		NM_001183035		WHI3	-	mRNA-binding protein WHI3	protein-coding
macs-myeast_peak_1397	chrVIII	187705	187705	+	33.7715	NA	promoter-TSS (YHR039C)	promoter-TSS (YHR039C)	-26	YHR039C-A	856435		NM_001180027		VMA10	YHR039C-B	H(+)-transporting V1 sector ATPase subunit G	protein-coding
macs-myeast_peak_960	chrV	545558	545558	+	33.7091	NA	promoter-TSS (YER177W)	promoter-TSS (YER177W)	-53	YER177W	856924		NM_001179067		BMH1	APR6	14-3-3 family protein BMH1	protein-coding
macs-myeast_peak_2597	chrXIV	198055	198055	+	33.633	NA	promoter-TSS (YNL241C)	promoter-TSS (YNL241C)	-112	YNL241C	855480		NM_001183079		ZWF1	MET19|POS10	glucose-6-phosphate dehydrogenase	protein-coding
macs-myeast_peak_3326	chrXVI	870041	870041	+	33.5739	NA	promoter-TSS (YPR163C)	promoter-TSS (YPR163C)	-86	YPR163C	856292		NM_001184260		TIF3	RBL3|STM1	Tif3p	protein-coding
macs-myeast_peak_1926	chrXI	416917	416917	+	33.5739	NA	promoter-TSS (YKL014C)	promoter-TSS (YKL014C)	-4	YKL014C	853855		NM_001179580		URB1	NPA1	Urb1p	protein-coding
macs-myeast_peak_1308	chrVII	914825	914825	+	33.5449	NA	promoter-TSS (YGR210C)	promoter-TSS (YGR210C)	-87	YGR210C	853124		NM_001181339		YGR210C	-	uncharacterized protein	protein-coding
macs-myeast_peak_2017	chrXII	131702	131702	+	33.455	NA	promoter-TSS (YLL009C)	promoter-TSS (YLL009C)	-27	YLL008W	850652		NM_001181828		DRS1	-	putative ATP-dependent RNA helicase	protein-coding
macs-myeast_peak_1623	chrX	94978	94978	+	33.4474	NA	promoter-TSS (YJL176C)	promoter-TSS (YJL176C)	-114	YJL174W	853265		NM_001181607		KRE9	-	Kre9p	protein-coding
macs-myeast_peak_1776	chrX	623071	623071	+	33.4231	NA	promoter-TSS (YJR104C)	promoter-TSS (YJR104C)	-57	YJR104C	853568		NM_001181762		SOD1	CRS4	superoxide dismutase SOD1	protein-coding
macs-myeast_peak_734	chrIV	1322151	1322151	+	33.3576	NA	promoter-TSS (YDR426C)	promoter-TSS (YDR426C)	-54	YDR427W	852037		NM_001180735		RPN9	NAS7	proteasome regulatory particle lid subunit RPN9	protein-coding
macs-myeast_peak_2653	chrXIV	359531	359531	+	33.3295	NA	promoter-TSS (YNL141W)	promoter-TSS (YNL141W)	-65	YNL141W	855581		NM_001182979		AAH1	-	adenine deaminase	protein-coding
macs-myeast_peak_894	chrV	342242	342242	+	33.3284	NA	promoter-TSS (YER091C)	promoter-TSS (YER091C)	-75	YER091C	856825		NM_001178982		MET6	-	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase	protein-coding
macs-myeast_peak_1893	chrXI	321690	321690	+	33.261	NA	promoter-TSS (YKL063C)	promoter-TSS (YKL063C)	-172	YKL063C	853802		NM_001179629		YKL063C	-	uncharacterized protein	protein-coding
macs-myeast_peak_3336	chrXVI	899719	899719	+	33.2013	NA	promoter-TSS (YPR181C)	promoter-TSS (YPR181C)	-52	YPR181C	856311		NM_001184278		SEC23	-	GTPase-activating protein SEC23	protein-coding
macs-myeast_peak_2211	chrXII	826555	826555	+	33.1574	NA	promoter-TSS (YLR347C)	promoter-TSS (YLR347C)	-142	YLR347C	851061		NM_001182236		KAP95	RSL1	karyopherin beta	protein-coding
macs-myeast_peak_190	chrII	504404	504404	+	33.0933	NA	promoter-TSS (YBR133C)	promoter-TSS (YBR133C)	-117	YBR133C	852431		NM_001178481		HSL7	-	protein arginine N-methyltransferase	protein-coding
macs-myeast_peak_1870	chrXI	248660	248660	+	32.8771	NA	promoter-TSS (YKL103C)	promoter-TSS (YKL103C)	-260	YKL101W	853760		NM_001179667		HSL1	ELM2|NIK1	protein kinase HSL1	protein-coding
macs-myeast_peak_588	chrIV	831547	831547	+	32.8281	NA	promoter-TSS (YDR183C-A)	promoter-TSS (YDR183C-A)	-34	YDR184C	851765		NM_001180492		ATC1	LIC4	Atc1p	protein-coding
macs-myeast_peak_430	chrIV	305091	305091	+	32.7845	NA	promoter-TSS (YDL084W)	promoter-TSS (YDL084W)	-146	YDL084W	851475		NM_001180143		SUB2	-	ATP-dependent RNA helicase SUB2	protein-coding
macs-myeast_peak_2672	chrXIV	417366	417366	+	32.7341	NA	promoter-TSS (YNL111C)	promoter-TSS (YNL111C)	-64	YNL111C	855612		NM_001182949		CYB5	-	Cyb5p	protein-coding
macs-myeast_peak_2087	chrXII	399619	399619	+	32.693	NA	promoter-TSS (YLR129W)	promoter-TSS (YLR129W)	-38	YLR129W	850820		NM_001182016		DIP2	UTP12	snoRNA-binding rRNA-processing protein DIP2	protein-coding
macs-myeast_peak_442	chrIV	340219	340219	+	32.6312	NA	promoter-TSS (YDL063C)	promoter-TSS (YDL063C)	-85	YDL063C	851497		NM_001180122		SYO1	-	Syo1p	protein-coding
macs-myeast_peak_2860	chrXV	304602	304602	+	32.6289	NA	promoter-TSS (YOL012C)	promoter-TSS (YOL012C)	-619	YOL012C	854150		NM_001183266		HTZ1	HTA3	histone H2AZ	protein-coding
macs-myeast_peak_275	chrIII	31424	31424	+	32.6199	NA	promoter-TSS (YCL054W)	promoter-TSS (YCL054W)	-25	YCL054W	850304		NM_001178698		SPB1	-	27S pre-rRNA (guanosine2922-2'-O)-methyltransferase	protein-coding
macs-myeast_peak_2732	chrXIV	613592	613592	+	32.615	NA	promoter-TSS (YNL011C)	promoter-TSS (YNL011C)	-43	YNL010W	855722		NM_001182849		PYP1	-	putative phosphoric monoester hydrolase	protein-coding
macs-myeast_peak_1317	chrVII	951185	951185	+	32.615	NA	promoter-TSS (YGR229C)	promoter-TSS (YGR229C)	-286	YGR229C	853144		NM_001181358		SMI1	KNR4	Smi1p	protein-coding
macs-myeast_peak_1784	chrX	651261	651261	+	32.5806	NA	promoter-TSS (YJR123W)	promoter-TSS (YJR123W)	-640	YJR123W	853587		NM_001181781		RPS5	-	ribosomal 40S subunit protein S5	protein-coding
macs-myeast_peak_3298	chrXVI	746859	746859	+	32.5722	NA	promoter-TSS (YPR110C)	promoter-TSS (YPR110C)	-24	YPR110C	856226		NM_001184207		RPC40	RPC5	DNA-directed RNA polymerase core subunit RPC40	protein-coding
macs-myeast_peak_198	chrII	549117	549117	+	32.564	NA	promoter-TSS (YBR154C)	promoter-TSS (YBR154C)	-108	YBR154C	852451		NM_001178502		RPB5	-	DNA-directed RNA polymerase core subunit RPB5	protein-coding
macs-myeast_peak_2792	chrXV	79806	79806	+	32.5412	NA	promoter-TSS (YOL128C)	promoter-TSS (YOL128C)	-327	YOL128C	853992		NM_001183382		YGK3	-	serine/threonine protein kinase YGK3	protein-coding
macs-myeast_peak_2380	chrXIII	353484	353484	+	32.534	NA	promoter-TSS (YMR043W)	promoter-TSS (YMR043W)	-387	YMR043W	855060		NM_001182540		MCM1	FUN80	transcription factor MCM1	protein-coding
macs-myeast_peak_2990	chrXV	770642	770642	+	32.3462	NA	promoter-TSS (YOR230W)	promoter-TSS (YOR230W)	-158	YOR230W	854405		NM_001183649		WTM1	-	transcriptional modulator	protein-coding
macs-myeast_peak_1976	chrXI	590270	590270	+	32.2862	NA	promoter-TSS (YKR079C)	promoter-TSS (YKR079C)	-125	YKR080W	853955		NM_001179870		MTD1	-	methylenetetrahydrofolate dehydrogenase (NAD(+))	protein-coding
macs-myeast_peak_1254	chrVII	750133	750133	+	32.2646	NA	promoter-TSS (YGR128C)	promoter-TSS (YGR128C)	-42	YGR128C	853029		NM_001181257		UTP8	-	Utp8p	protein-coding
macs-myeast_peak_1070	chrVII	144766	144766	+	32.2025	NA	promoter-TSS (YGL191W)	promoter-TSS (YGL191W)	-42	YGL191W	852684		NM_001181056		COX13	-	cytochrome c oxidase subunit VIa	protein-coding
macs-myeast_peak_405	chrIV	216061	216061	+	32.1572	NA	promoter-TSS (YDL137W)	promoter-TSS (YDL137W)	-468	YDL137W	851418		NM_001180197		ARF2	-	Arf family GTPase ARF2	protein-coding
macs-myeast_peak_2523	chrXIII	851637	851637	+	32.1394	NA	promoter-TSS (YMR290C)	promoter-TSS (YMR290C)	-46	YMR290C	855335		NM_001182797		HAS1	-	ATP-dependent RNA helicase HAS1	protein-coding
macs-myeast_peak_928	chrV	439519	439519	+	32.1394	NA	promoter-TSS (YER136W)	promoter-TSS (YER136W)	-97	YER136W	856876		NM_001179026		GDI1	SEC19	Gdi1p	protein-coding
macs-myeast_peak_1698	chrX	342473	342473	+	32.1394	NA	promoter-TSS (YJL050W)	promoter-TSS (YJL050W)	-49	YJL050W	853397		NM_001181483		MTR4	DOB1	ATP-dependent RNA helicase MTR4	protein-coding
macs-myeast_peak_19	chrI	101191	101191	+	32.1394	NA	promoter-TSS (YAL025C)	promoter-TSS (YAL025C)	-46	YAL025C	851208		NM_001178170		MAK16	-	ribosome biosynthesis protein MAK16	protein-coding
macs-myeast_peak_357	chrIV	34027	34027	+	32.1394	NA	promoter-TSS (YDL235C)	promoter-TSS (YDL235C)	-109	YDL235C	851363		NM_001180295		YPD1	-	Ypd1p	protein-coding
macs-myeast_peak_3215	chrXVI	464329	464329	+	32.1366	NA	promoter-TSS (YPL049C)	promoter-TSS (YPL049C)	-72	YPL048W	856059		NM_001183862		CAM1	TEF3	translation elongation factor EF1B gamma	protein-coding
macs-myeast_peak_2982	chrXV	742736	742736	+	32.0906	NA	promoter-TSS (YOR212W)	promoter-TSS (YOR212W)	-174	YOR212W	854387		NM_001183631		STE4	HMD2	G protein subunit beta	protein-coding
macs-myeast_peak_2396	chrXIII	408934	408934	+	32.0733	NA	promoter-TSS (YMR070W)	promoter-TSS (YMR070W)	-220	YMR070W	855092		NM_001182568		MOT3	ROX7	Mot3p	protein-coding
macs-myeast_peak_2907	chrXV	447111	447111	+	32.0637	NA	promoter-TSS (YOR064C)	promoter-TSS (YOR064C)	-328	YOR065W	854231		NM_001183484		CYT1	CTC1|YOR29-16	ubiquinol--cytochrome-c reductase catalytic subunit CYT1	protein-coding
macs-myeast_peak_1235	chrVII	678397	678397	+	32.0209	NA	promoter-TSS (YGR097W)	promoter-TSS (YGR097W)	-298	YGR097W	852989		NM_001181226		ASK10	RGC2	Ask10p	protein-coding
macs-myeast_peak_274	chrIII	30860	30860	+	31.976	NA	promoter-TSS (YCL054W)	promoter-TSS (YCL054W)	-589	YCL054W	850304		NM_001178698		SPB1	-	27S pre-rRNA (guanosine2922-2'-O)-methyltransferase	protein-coding
macs-myeast_peak_850	chrV	205209	205209	+	31.8836	NA	promoter-TSS (YER025W)	promoter-TSS (YER025W)	-42	YER025W	856746		NM_001178916		GCD11	SUI4	translation initiation factor eIF2 subunit gamma	protein-coding
macs-myeast_peak_2872	chrXV	342655	342655	+	31.8715	NA	promoter-TSS (YOR008C)	promoter-TSS (YOR008C)	-241	YOR008C	854170		NM_001183427		SLG1	HCS77|WSC1	Slg1p	protein-coding
macs-myeast_peak_1796	chrX	704146	704146	+	31.77	NA	promoter-TSS (YJR147W)	promoter-TSS (YJR147W)	-50	YJR147W	853612		NM_001181805		HMS2	-	Hms2p	protein-coding
macs-myeast_peak_1273	chrVII	801822	801822	+	31.762	NA	promoter-TSS (YGR157W)	promoter-TSS (YGR157W)	-618	YGR157W	853061		NM_001181286		CHO2	PEM1	phosphatidylethanolamine N-methyltransferase	protein-coding
macs-myeast_peak_2871	chrXV	340023	340023	+	31.7045	NA	promoter-TSS (YOR007C)	promoter-TSS (YOR007C)	-45	YOR007C	854168		NM_001183426		SGT2	-	Sgt2p	protein-coding
macs-myeast_peak_741	chrIV	1362254	1362254	+	31.6913	NA	promoter-TSS (YDR451C)	promoter-TSS (YDR451C)	-73	YDR451C	852062		NM_001180759		YHP1	-	Yhp1p	protein-coding
macs-myeast_peak_3140	chrXVI	207986	207986	+	31.668	NA	promoter-TSS (YPL179W)	promoter-TSS (YPL179W)	-171	YPL179W	855923		NM_001183993		PPQ1	SAL6	protein-serine/threonine phosphatase	protein-coding
macs-myeast_peak_1828	chrXI	125746	125746	+	31.6663	NA	promoter-TSS (YKL172W)	promoter-TSS (YKL172W)	-13	YKL172W	853682		NM_001179738		EBP2	-	Ebp2p	protein-coding
macs-myeast_peak_944	chrV	492145	492145	+	31.6663	NA	promoter-TSS (YER159C)	promoter-TSS (YER159C)	-187	YER159C	856904		NM_001179049		BUR6	NCB1	negative cofactor 2 transcription regulator complex subunit BUR6	protein-coding
macs-myeast_peak_2881	chrXV	378193	378193	+	31.6206	NA	promoter-TSS (YOR023C)	promoter-TSS (YOR023C)	-26	YOR025W	854190		NM_001183444		HST3	-	NAD-dependent histone deacetylase HST3	protein-coding
macs-myeast_peak_2362	chrXIII	288025	288025	+	31.5777	NA	promoter-TSS (YMR011W)	promoter-TSS (YMR011W)	-54	YMR011W	855023		NM_001182507		HXT2	-	hexose transporter HXT2	protein-coding
macs-myeast_peak_1108	chrVII	280536	280536	+	31.4848	NA	promoter-TSS (YGL122C)	promoter-TSS (YGL122C)	-13	YGL122C	852755		NM_001180987		NAB2	-	mRNA-binding protein NAB2	protein-coding
macs-myeast_peak_1309	chrVII	915148	915148	+	31.4613	NA	promoter-TSS (YGR210C)	promoter-TSS (YGR210C)	-93	YGR211W	853125		NM_001181340		ZPR1	-	zinc finger-containing protein ZPR1	protein-coding
macs-myeast_peak_1215	chrVII	616057	616057	+	31.4597	NA	promoter-TSS (YGR061C)	promoter-TSS (YGR061C)	-92	YGR061C	852952		NM_001181190		ADE6	-	phosphoribosylformylglycinamidine synthase	protein-coding
macs-myeast_peak_511	chrIV	563431	563431	+	31.4555	NA	promoter-TSS (YDR055W)	promoter-TSS (YDR055W)	-96	YDR055W	851625		NM_001180363		PST1	HPF2	Pst1p	protein-coding
macs-myeast_peak_669	chrIV	1108576	1108576	+	31.4468	NA	promoter-TSS (YDR320C)	promoter-TSS (YDR320C)	-78	YDR320C-A	851919		NM_001184470		DAD4	HSK2	Dad4p	protein-coding
macs-myeast_peak_1652	chrX	189698	189698	+	31.3921	NA	promoter-TSS (YJL123C)	promoter-TSS (YJL123C)	-18	YJL122W	853320		NM_001181555		ALB1	-	Alb1p	protein-coding
macs-myeast_peak_3003	chrXV	807043	807043	+	31.35	NA	promoter-TSS (YOR254C)	promoter-TSS (YOR254C)	-20	YOR254C	854428		NM_001183673		SEC63	PTL1	protein-transporting protein SEC63	protein-coding
macs-myeast_peak_877	chrV	292959	292959	+	31.3127	NA	promoter-TSS (YER066C-A)	promoter-TSS (YER066C-A)	-91	YER068W	856799		NM_001178959		MOT2	NOT4|SIG1	CCR4-NOT core ubiquitin-protein ligase subunit MOT2	protein-coding
macs-myeast_peak_1092	chrVII	226339	226339	+	31.2435	NA	promoter-TSS (YGL150C)	promoter-TSS (YGL150C)	-60	YGL148W	852729		NM_001181013		ARO2	-	bifunctional chorismate synthase/riboflavin reductase [NAD(P)H] ARO2	protein-coding
macs-myeast_peak_160	chrII	423545	423545	+	31.2416	NA	promoter-TSS (YBR086C)	promoter-TSS (YBR086C)	-220	YBR087W	852383		NM_001178435		RFC5	-	replication factor C subunit 5	protein-coding
macs-myeast_peak_1569	chrIX	285502	285502	+	31.2009	NA	promoter-TSS (YIL037C)	promoter-TSS (YIL037C)	-164	YIL036W	854775		NM_001179386		CST6	ACA2|SHF1	Cst6p	protein-coding
macs-myeast_peak_2542	chrXIII	914671	914671	+	31.1958	NA	promoter-TSS (YMR319C)	promoter-TSS (YMR319C)	-133	YMR319C	855369		NM_001182832		FET4	-	Fet4p	protein-coding
macs-myeast_peak_2929	chrXV	544938	544938	+	31.1958	NA	promoter-TSS (YOR116C)	promoter-TSS (YOR116C)	-91	YOR117W	854284		NM_001183536		RPT5	YTA1	proteasome regulatory particle base subunit RPT5	protein-coding
macs-myeast_peak_57	chrII	75187	75187	+	31.1325	NA	promoter-TSS (YBL080C)	promoter-TSS (YBL080C)	-72	YBL079W	852199		NM_001178319		NUP170	NLE3	Nup170p	protein-coding
macs-myeast_peak_611	chrIV	916447	916447	+	31.1063	NA	promoter-TSS (YDR226W)	promoter-TSS (YDR226W)	-39	YDR226W	851812		NM_001180534		ADK1	AKY1|AKY2	adenylate kinase ADK1	protein-coding
macs-myeast_peak_1216	chrVII	617830	617830	+	31.0235	NA	promoter-TSS (YGR062C)	promoter-TSS (YGR062C)	-6	YGR063C	852955		NM_001181192		SPT4	-	transcription elongation factor SPT4	protein-coding
macs-myeast_peak_661	chrIV	1080251	1080251	+	30.9999	NA	promoter-TSS (YDR309C)	promoter-TSS (YDR309C)	-52	YDR309C	851904		NM_001180617		GIC2	-	Gic2p	protein-coding
macs-myeast_peak_2855	chrXV	288759	288759	+	30.935	NA	promoter-TSS (YOL019W)	promoter-TSS (YOL019W)	-139	YOL019W	854141		NM_001183273		TOS7	-	Tos7p	protein-coding
macs-myeast_peak_1762	chrX	578228	578228	+	30.93	NA	promoter-TSS (YJR077C)	promoter-TSS (YJR077C)	-38	YJR077C	853540		NM_001181735		MIR1	-	Mir1p	protein-coding
macs-myeast_peak_2624	chrXIV	276376	276376	+	30.9251	NA	promoter-TSS (YNL192W)	promoter-TSS (YNL192W)	-126	YNL192W	855529		NM_001183030		CHS1	USA4	chitin synthase CHS1	protein-coding
macs-myeast_peak_735	chrIV	1325324	1325324	+	30.8728	NA	promoter-TSS (YDR429C)	promoter-TSS (YDR429C)	-23	YDR429C	852039		NM_001180737		TIF35	-	translation initiation factor eIF3 core subunit g	protein-coding
macs-myeast_peak_3332	chrXVI	883017	883017	+	30.8383	NA	promoter-TSS (YPR170W-B)	promoter-TSS (YPR170W-B)	-222	YPR169W-A								
macs-myeast_peak_2407	chrXIII	434743	434743	+	30.7762	NA	promoter-TSS (YMR083W)	promoter-TSS (YMR083W)	-45	YMR083W	855107		NM_001182582		ADH3	-	alcohol dehydrogenase ADH3	protein-coding
macs-myeast_peak_1027	chrVI	249908	249908	+	30.7704	NA	promoter-TSS (YFR050C)	promoter-TSS (YFR050C)	-42	YFR050C	850611		NM_001180015		PRE4	-	proteasome core particle subunit beta 7	protein-coding
macs-myeast_peak_1531	chrIX	166365	166365	+	30.7274	NA	promoter-TSS (YIL107C)	promoter-TSS (YIL107C)	-50	YIL106W	854700		NM_001179454		MOB1	-	Mob1p	protein-coding
macs-myeast_peak_1226	chrVII	656472	656472	+	30.7274	NA	promoter-TSS (YGR089W)	promoter-TSS (YGR089W)	-488	YGR089W	852980		NM_001181218		NNF2	-	Nnf2p	protein-coding
macs-myeast_peak_1494	chrVIII	517490	517490	+	30.7274	NA	promoter-TSS (YHR208W)	promoter-TSS (YHR208W)	-42	YHR208W	856615		NM_001179339		BAT1	ECA39|TWT1	branched-chain-amino-acid transaminase BAT1	protein-coding
macs-myeast_peak_2054	chrXII	260946	260946	+	30.6542	NA	promoter-TSS (YLR059C)	promoter-TSS (YLR059C)	-33	YLR060W	850749		NM_001181947		FRS1	-	phenylalanine--tRNA ligase subunit beta	protein-coding
macs-myeast_peak_2979	chrXV	733495	733495	+	30.649	NA	promoter-TSS (YOR207C)	promoter-TSS (YOR207C)	-38	YOR207C	854382		NM_001183626		RET1	PDS2|RPC128|RPC2	DNA-directed RNA polymerase III core subunit RET1	protein-coding
macs-myeast_peak_2666	chrXIV	401027	401027	+	30.6122	NA	promoter-TSS (YNL121C)	promoter-TSS (YNL121C)	-13	YNL119W	855603		NM_001182957		NCS2	TUC2	Ncs2p	protein-coding
macs-myeast_peak_1390	chrVIII	160739	160739	+	30.472	NA	promoter-TSS (YHR026W)	promoter-TSS (YHR026W)	-105	YHR026W	856421		NM_001179156		VMA16	PPA1	H(+)-transporting V0 sector ATPase subunit c''	protein-coding
macs-myeast_peak_2378	chrXIII	349787	349787	+	30.3818	NA	promoter-TSS (YMR039C)	promoter-TSS (YMR039C)	-265	YMR039C	855055		NM_001182536		SUB1	TSP1	chromatin-binding transcription coactivator SUB1	protein-coding
macs-myeast_peak_2363	chrXIII	291020	291020	+	30.3467	NA	promoter-TSS (YMR012W)	promoter-TSS (YMR012W)	-114	YMR012W	855025		NM_001182508		CLU1	TIF31	translation initiation factor 3 subunit CLU1	protein-coding
macs-myeast_peak_1729	chrX	442543	442543	+	30.2836	NA	promoter-TSS (YJR003C)	promoter-TSS (YJR003C)	10	YJR003C	853459		NM_001181660		MRX12	-	Mrx12p	protein-coding
macs-myeast_peak_2411	chrXIII	453979	453979	+	30.2617	NA	promoter-TSS (YMR092C)	promoter-TSS (YMR092C)	-36	YMR093W	855118		NM_001182593		UTP15	-	snoRNA-binding rRNA-processing protein UTP15	protein-coding
macs-myeast_peak_348	chrIII	280094	280094	+	30.2617	NA	promoter-TSS (YCR092C)	promoter-TSS (YCR092C)	-23	YCR093W	850455		NM_001178799		CDC39	NOT1|ROS1|SMD6	CCR4-NOT core subunit CDC39	protein-coding
macs-myeast_peak_100	chrII	227553	227553	+	30.2617	NA	promoter-TSS (YBL004W)	promoter-TSS (YBL004W)	-83	YBL004W	852282		NM_001178244		UTP20	-	Utp20p	protein-coding
