PeakID (cmd=annotatePeaks.pl macs-myeast_summits.bed sacCer3)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
macs-myeast_peak_2380	NC_001145.3	353484	353484	+	32.534	NA	NA	NA	NA	NA								
macs-myeast_peak_2990	NC_001147.6	770642	770642	+	32.3462	NA	NA	NA	NA	NA								
macs-myeast_peak_1976	NC_001143.9	590270	590270	+	32.2862	NA	NA	NA	NA	NA								
macs-myeast_peak_1254	NC_001139.9	750133	750133	+	32.2646	NA	NA	NA	NA	NA								
macs-myeast_peak_1070	NC_001139.9	144766	144766	+	32.2025	NA	NA	NA	NA	NA								
macs-myeast_peak_405	NC_001136.10	216061	216061	+	32.1572	NA	NA	NA	NA	NA								
macs-myeast_peak_19	NC_001133.9	101191	101191	+	32.1394	NA	NA	NA	NA	NA								
macs-myeast_peak_357	NC_001136.10	34027	34027	+	32.1394	NA	NA	NA	NA	NA								
macs-myeast_peak_928	NC_001137.3	439519	439519	+	32.1394	NA	NA	NA	NA	NA								
macs-myeast_peak_1698	NC_001142.9	342473	342473	+	32.1394	NA	NA	NA	NA	NA								
macs-myeast_peak_2523	NC_001145.3	851637	851637	+	32.1394	NA	NA	NA	NA	NA								
macs-myeast_peak_3215	NC_001148.4	464329	464329	+	32.1366	NA	NA	NA	NA	NA								
macs-myeast_peak_2982	NC_001147.6	742736	742736	+	32.0906	NA	NA	NA	NA	NA								
macs-myeast_peak_2396	NC_001145.3	408934	408934	+	32.0733	NA	NA	NA	NA	NA								
macs-myeast_peak_2907	NC_001147.6	447111	447111	+	32.0637	NA	NA	NA	NA	NA								
macs-myeast_peak_1235	NC_001139.9	678397	678397	+	32.0209	NA	NA	NA	NA	NA								
macs-myeast_peak_274	NC_001135.5	30860	30860	+	31.976	NA	NA	NA	NA	NA								
macs-myeast_peak_850	NC_001137.3	205209	205209	+	31.8836	NA	NA	NA	NA	NA								
macs-myeast_peak_2872	NC_001147.6	342655	342655	+	31.8715	NA	NA	NA	NA	NA								
macs-myeast_peak_1796	NC_001142.9	704146	704146	+	31.77	NA	NA	NA	NA	NA								
macs-myeast_peak_1273	NC_001139.9	801822	801822	+	31.762	NA	NA	NA	NA	NA								
macs-myeast_peak_2871	NC_001147.6	340023	340023	+	31.7045	NA	NA	NA	NA	NA								
macs-myeast_peak_741	NC_001136.10	1362254	1362254	+	31.6913	NA	NA	NA	NA	NA								
macs-myeast_peak_3140	NC_001148.4	207986	207986	+	31.668	NA	NA	NA	NA	NA								
macs-myeast_peak_1828	NC_001143.9	125746	125746	+	31.6663	NA	NA	NA	NA	NA								
macs-myeast_peak_944	NC_001137.3	492145	492145	+	31.6663	NA	NA	NA	NA	NA								
macs-myeast_peak_2881	NC_001147.6	378193	378193	+	31.6206	NA	NA	NA	NA	NA								
macs-myeast_peak_2362	NC_001145.3	288025	288025	+	31.5777	NA	NA	NA	NA	NA								
macs-myeast_peak_1108	NC_001139.9	280536	280536	+	31.4848	NA	NA	NA	NA	NA								
macs-myeast_peak_1309	NC_001139.9	915148	915148	+	31.4613	NA	NA	NA	NA	NA								
macs-myeast_peak_1215	NC_001139.9	616057	616057	+	31.4597	NA	NA	NA	NA	NA								
macs-myeast_peak_511	NC_001136.10	563431	563431	+	31.4555	NA	NA	NA	NA	NA								
macs-myeast_peak_669	NC_001136.10	1108576	1108576	+	31.4468	NA	NA	NA	NA	NA								
macs-myeast_peak_1652	NC_001142.9	189698	189698	+	31.3921	NA	NA	NA	NA	NA								
macs-myeast_peak_3003	NC_001147.6	807043	807043	+	31.35	NA	NA	NA	NA	NA								
macs-myeast_peak_877	NC_001137.3	292959	292959	+	31.3127	NA	NA	NA	NA	NA								
macs-myeast_peak_1092	NC_001139.9	226339	226339	+	31.2435	NA	NA	NA	NA	NA								
macs-myeast_peak_160	NC_001134.8	423545	423545	+	31.2416	NA	NA	NA	NA	NA								
macs-myeast_peak_1569	NC_001141.2	285502	285502	+	31.2009	NA	NA	NA	NA	NA								
macs-myeast_peak_2929	NC_001147.6	544938	544938	+	31.1958	NA	NA	NA	NA	NA								
macs-myeast_peak_2542	NC_001145.3	914671	914671	+	31.1958	NA	NA	NA	NA	NA								
macs-myeast_peak_57	NC_001134.8	75187	75187	+	31.1325	NA	NA	NA	NA	NA								
macs-myeast_peak_611	NC_001136.10	916447	916447	+	31.1063	NA	NA	NA	NA	NA								
macs-myeast_peak_1216	NC_001139.9	617830	617830	+	31.0235	NA	NA	NA	NA	NA								
macs-myeast_peak_661	NC_001136.10	1080251	1080251	+	30.9999	NA	NA	NA	NA	NA								
macs-myeast_peak_2855	NC_001147.6	288759	288759	+	30.935	NA	NA	NA	NA	NA								
macs-myeast_peak_1762	NC_001142.9	578228	578228	+	30.93	NA	NA	NA	NA	NA								
macs-myeast_peak_2624	NC_001146.8	276376	276376	+	30.9251	NA	NA	NA	NA	NA								
macs-myeast_peak_735	NC_001136.10	1325324	1325324	+	30.8728	NA	NA	NA	NA	NA								
macs-myeast_peak_3332	NC_001148.4	883017	883017	+	30.8383	NA	NA	NA	NA	NA								
macs-myeast_peak_2407	NC_001145.3	434743	434743	+	30.7762	NA	NA	NA	NA	NA								
macs-myeast_peak_1027	NC_001138.5	249908	249908	+	30.7704	NA	NA	NA	NA	NA								
macs-myeast_peak_1531	NC_001141.2	166365	166365	+	30.7274	NA	NA	NA	NA	NA								
macs-myeast_peak_1226	NC_001139.9	656472	656472	+	30.7274	NA	NA	NA	NA	NA								
macs-myeast_peak_1494	NC_001140.6	517490	517490	+	30.7274	NA	NA	NA	NA	NA								
macs-myeast_peak_2054	NC_001144.5	260946	260946	+	30.6542	NA	NA	NA	NA	NA								
macs-myeast_peak_2979	NC_001147.6	733495	733495	+	30.649	NA	NA	NA	NA	NA								
macs-myeast_peak_2666	NC_001146.8	401027	401027	+	30.6122	NA	NA	NA	NA	NA								
macs-myeast_peak_1390	NC_001140.6	160739	160739	+	30.472	NA	NA	NA	NA	NA								
macs-myeast_peak_2378	NC_001145.3	349787	349787	+	30.3818	NA	NA	NA	NA	NA								
macs-myeast_peak_2363	NC_001145.3	291020	291020	+	30.3467	NA	NA	NA	NA	NA								
macs-myeast_peak_1729	NC_001142.9	442543	442543	+	30.2836	NA	NA	NA	NA	NA								
macs-myeast_peak_352	NC_001135.5	298813	298813	+	30.2617	NA	NA	NA	NA	NA								
macs-myeast_peak_2411	NC_001145.3	453979	453979	+	30.2617	NA	NA	NA	NA	NA								
macs-myeast_peak_348	NC_001135.5	280094	280094	+	30.2617	NA	NA	NA	NA	NA								
macs-myeast_peak_100	NC_001134.8	227553	227553	+	30.2617	NA	NA	NA	NA	NA								
macs-myeast_peak_756	NC_001136.10	1420318	1420318	+	30.2617	NA	NA	NA	NA	NA								
macs-myeast_peak_271	NC_001135.5	28911	28911	+	30.2554	NA	NA	NA	NA	NA								
macs-myeast_peak_1971	NC_001143.9	578262	578262	+	30.2499	NA	NA	NA	NA	NA								
macs-myeast_peak_1916	NC_001143.9	384811	384811	+	30.2473	NA	NA	NA	NA	NA								
macs-myeast_peak_819	NC_001137.3	117170	117170	+	30.2426	NA	NA	NA	NA	NA								
macs-myeast_peak_3328	NC_001148.4	875156	875156	+	30.2045	NA	NA	NA	NA	NA								
macs-myeast_peak_417	NC_001136.10	242314	242314	+	30.1922	NA	NA	NA	NA	NA								
macs-myeast_peak_85	NC_001134.8	172486	172486	+	30.1514	NA	NA	NA	NA	NA								
macs-myeast_peak_2064	NC_001144.5	286777	286777	+	30.1185	NA	NA	NA	NA	NA								
macs-myeast_peak_145	NC_001134.8	378554	378554	+	30.0968	NA	NA	NA	NA	NA								
macs-myeast_peak_1196	NC_001139.9	557488	557488	+	30.0328	NA	NA	NA	NA	NA								
macs-myeast_peak_2577	NC_001146.8	108418	108418	+	30.0053	NA	NA	NA	NA	NA								
macs-myeast_peak_251	NC_001134.8	739820	739820	+	29.9827	NA	NA	NA	NA	NA								
macs-myeast_peak_1028	NC_001138.5	251831	251831	+	29.9595	NA	NA	NA	NA	NA								
macs-myeast_peak_2996	NC_001147.6	784607	784607	+	29.8961	NA	NA	NA	NA	NA								
macs-myeast_peak_2476	NC_001145.3	701219	701219	+	29.8823	NA	NA	NA	NA	NA								
macs-myeast_peak_75	NC_001134.8	141252	141252	+	29.8633	NA	NA	NA	NA	NA								
macs-myeast_peak_1079	NC_001139.9	167801	167801	+	29.7987	NA	NA	NA	NA	NA								
macs-myeast_peak_2447	NC_001145.3	605727	605727	+	29.7987	NA	NA	NA	NA	NA								
macs-myeast_peak_681	NC_001136.10	1153681	1153681	+	29.7987	NA	NA	NA	NA	NA								
macs-myeast_peak_2954	NC_001147.6	631802	631802	+	29.7987	NA	NA	NA	NA	NA								
macs-myeast_peak_2161	NC_001144.5	658036	658036	+	29.7987	NA	NA	NA	NA	NA								
macs-myeast_peak_415	NC_001136.10	238735	238735	+	29.788	NA	NA	NA	NA	NA								
macs-myeast_peak_3104	NC_001148.4	88437	88437	+	29.7833	NA	NA	NA	NA	NA								
macs-myeast_peak_1954	NC_001143.9	513182	513182	+	29.7747	NA	NA	NA	NA	NA								
macs-myeast_peak_1343	NC_001139.9	1051753	1051753	+	29.6827	NA	NA	NA	NA	NA								
macs-myeast_peak_742	NC_001136.10	1366873	1366873	+	29.6786	NA	NA	NA	NA	NA								
macs-myeast_peak_1943	NC_001143.9	463844	463844	+	29.6248	NA	NA	NA	NA	NA								
macs-myeast_peak_2304	NC_001145.3	104199	104199	+	29.6237	NA	NA	NA	NA	NA								
macs-myeast_peak_2854	NC_001147.6	286079	286079	+	29.5599	NA	NA	NA	NA	NA								
macs-myeast_peak_2326	NC_001145.3	178394	178394	+	29.5597	NA	NA	NA	NA	NA								
macs-myeast_peak_891	NC_001137.3	332844	332844	+	29.5545	NA	NA	NA	NA	NA								
macs-myeast_peak_2052	NC_001144.5	259469	259469	+	29.5432	NA	NA	NA	NA	NA								
macs-myeast_peak_3005	NC_001147.6	813963	813963	+	29.5401	NA	NA	NA	NA	NA								
macs-myeast_peak_241	NC_001134.8	714498	714498	+	29.5366	NA	NA	NA	NA	NA								
macs-myeast_peak_1237	NC_001139.9	695380	695380	+	29.5132	NA	NA	NA	NA	NA								
macs-myeast_peak_654	NC_001136.10	1059587	1059587	+	29.4385	NA	NA	NA	NA	NA								
macs-myeast_peak_2830	NC_001147.6	212222	212222	+	29.3678	NA	NA	NA	NA	NA								
macs-myeast_peak_1056	NC_001139.9	94655	94655	+	29.3542	NA	NA	NA	NA	NA								
macs-myeast_peak_2350	NC_001145.3	258925	258925	+	29.3474	NA	NA	NA	NA	NA								
macs-myeast_peak_236	NC_001134.8	697370	697370	+	29.3387	NA	NA	NA	NA	NA								
macs-myeast_peak_239	NC_001134.8	704517	704517	+	29.3387	NA	NA	NA	NA	NA								
macs-myeast_peak_518	NC_001136.10	591521	591521	+	29.3349	NA	NA	NA	NA	NA								
macs-myeast_peak_3235	NC_001148.4	534970	534970	+	29.2565	NA	NA	NA	NA	NA								
macs-myeast_peak_719	NC_001136.10	1267422	1267422	+	29.0486	NA	NA	NA	NA	NA								
macs-myeast_peak_1808	NC_001143.9	66516	66516	+	29.0436	NA	NA	NA	NA	NA								
macs-myeast_peak_3274	NC_001148.4	675888	675888	+	29.0109	NA	NA	NA	NA	NA								
macs-myeast_peak_748	NC_001136.10	1386799	1386799	+	28.9952	NA	NA	NA	NA	NA								
macs-myeast_peak_508	NC_001136.10	551418	551418	+	28.9355	NA	NA	NA	NA	NA								
macs-myeast_peak_1385	NC_001140.6	143911	143911	+	28.9224	NA	NA	NA	NA	NA								
macs-myeast_peak_971	NC_001138.5	56275	56275	+	28.9162	NA	NA	NA	NA	NA								
macs-myeast_peak_1948	NC_001143.9	487395	487395	+	28.9052	NA	NA	NA	NA	NA								
macs-myeast_peak_1917	NC_001143.9	387230	387230	+	28.8852	NA	NA	NA	NA	NA								
macs-myeast_peak_1661	NC_001142.9	207828	207828	+	28.881	NA	NA	NA	NA	NA								
macs-myeast_peak_2253	NC_001144.5	965561	965561	+	28.881	NA	NA	NA	NA	NA								
macs-myeast_peak_672	NC_001136.10	1116715	1116715	+	28.881	NA	NA	NA	NA	NA								
macs-myeast_peak_593	NC_001136.10	847960	847960	+	28.881	NA	NA	NA	NA	NA								
macs-myeast_peak_2385	NC_001145.3	370529	370529	+	28.881	NA	NA	NA	NA	NA								
macs-myeast_peak_760	NC_001136.10	1434733	1434733	+	28.881	NA	NA	NA	NA	NA								
macs-myeast_peak_2015	NC_001144.5	127512	127512	+	28.8391	NA	NA	NA	NA	NA								
macs-myeast_peak_680	NC_001136.10	1150538	1150538	+	28.8129	NA	NA	NA	NA	NA								
macs-myeast_peak_2168	NC_001144.5	674259	674259	+	28.8066	NA	NA	NA	NA	NA								
macs-myeast_peak_2312	NC_001145.3	129563	129563	+	28.8024	NA	NA	NA	NA	NA								
macs-myeast_peak_2071	NC_001144.5	329287	329287	+	28.6903	NA	NA	NA	NA	NA								
macs-myeast_peak_2125	NC_001144.5	541604	541604	+	28.652	NA	NA	NA	NA	NA								
macs-myeast_peak_2575	NC_001146.8	107105	107105	+	28.6393	NA	NA	NA	NA	NA								
macs-myeast_peak_3299	NC_001148.4	752217	752217	+	28.6248	NA	NA	NA	NA	NA								
macs-myeast_peak_1672	NC_001142.9	241890	241890	+	28.5972	NA	NA	NA	NA	NA								
macs-myeast_peak_2657	NC_001146.8	372227	372227	+	28.5963	NA	NA	NA	NA	NA								
macs-myeast_peak_3337	NC_001148.4	900741	900741	+	28.4853	NA	NA	NA	NA	NA								
macs-myeast_peak_171	NC_001134.8	449577	449577	+	28.4736	NA	NA	NA	NA	NA								
macs-myeast_peak_631	NC_001136.10	979247	979247	+	28.4264	NA	NA	NA	NA	NA								
macs-myeast_peak_573	NC_001136.10	779009	779009	+	28.4264	NA	NA	NA	NA	NA								
macs-myeast_peak_2286	NC_001145.3	43787	43787	+	28.3872	NA	NA	NA	NA	NA								
macs-myeast_peak_2863	NC_001147.6	315519	315519	+	28.383	NA	NA	NA	NA	NA								
macs-myeast_peak_2652	NC_001146.8	357163	357163	+	28.3427	NA	NA	NA	NA	NA								
macs-myeast_peak_174	NC_001134.8	458407	458407	+	28.3126	NA	NA	NA	NA	NA								
macs-myeast_peak_1155	NC_001139.9	426900	426900	+	28.2937	NA	NA	NA	NA	NA								
macs-myeast_peak_394	NC_001136.10	163213	163213	+	28.2901	NA	NA	NA	NA	NA								
macs-myeast_peak_3133	NC_001148.4	187829	187829	+	28.2478	NA	NA	NA	NA	NA								
macs-myeast_peak_1238	NC_001139.9	700111	700111	+	28.184	NA	NA	NA	NA	NA								
macs-myeast_peak_2824	NC_001147.6	185150	185150	+	28.1158	NA	NA	NA	NA	NA								
macs-myeast_peak_3182	NC_001148.4	355417	355417	+	28.0514	NA	NA	NA	NA	NA								
macs-myeast_peak_1570	NC_001141.2	289021	289021	+	28.0363	NA	NA	NA	NA	NA								
macs-myeast_peak_1518	NC_001141.2	122427	122427	+	28.0125	NA	NA	NA	NA	NA								
macs-myeast_peak_1811	NC_001143.9	75541	75541	+	27.9832	NA	NA	NA	NA	NA								
macs-myeast_peak_3159	NC_001148.4	279976	279976	+	27.9822	NA	NA	NA	NA	NA								
macs-myeast_peak_359	NC_001136.10	42317	42317	+	27.9746	NA	NA	NA	NA	NA								
macs-myeast_peak_1799	NC_001143.9	25144	25144	+	27.9746	NA	NA	NA	NA	NA								
macs-myeast_peak_1430	NC_001140.6	293949	293949	+	27.9746	NA	NA	NA	NA	NA								
macs-myeast_peak_981	NC_001138.5	90627	90627	+	27.947	NA	NA	NA	NA	NA								
macs-myeast_peak_320	NC_001135.5	177061	177061	+	27.9283	NA	NA	NA	NA	NA								
macs-myeast_peak_367	NC_001136.10	77974	77974	+	27.9032	NA	NA	NA	NA	NA								
macs-myeast_peak_3227	NC_001148.4	502247	502247	+	27.8919	NA	NA	NA	NA	NA								
macs-myeast_peak_936	NC_001137.3	465086	465086	+	27.8856	NA	NA	NA	NA	NA								
macs-myeast_peak_614	NC_001136.10	927221	927221	+	27.8739	NA	NA	NA	NA	NA								
macs-myeast_peak_1520	NC_001141.2	127443	127443	+	27.8635	NA	NA	NA	NA	NA								
macs-myeast_peak_1800	NC_001143.9	34354	34354	+	27.7757	NA	NA	NA	NA	NA								
macs-myeast_peak_999	NC_001138.5	153356	153356	+	27.7365	NA	NA	NA	NA	NA								
macs-myeast_peak_3296	NC_001148.4	742357	742357	+	27.6515	NA	NA	NA	NA	NA								
macs-myeast_peak_1726	NC_001142.9	435121	435121	+	27.6315	NA	NA	NA	NA	NA								
macs-myeast_peak_2355	NC_001145.3	271518	271518	+	27.6113	NA	NA	NA	NA	NA								
macs-myeast_peak_2951	NC_001147.6	616949	616949	+	27.5834	NA	NA	NA	NA	NA								
macs-myeast_peak_2342	NC_001145.3	236087	236087	+	27.5249	NA	NA	NA	NA	NA								
macs-myeast_peak_702	NC_001136.10	1219134	1219134	+	27.5249	NA	NA	NA	NA	NA								
macs-myeast_peak_555	NC_001136.10	727621	727621	+	27.5249	NA	NA	NA	NA	NA								
macs-myeast_peak_3050	NC_001147.6	943623	943623	+	27.5249	NA	NA	NA	NA	NA								
macs-myeast_peak_852	NC_001137.3	211987	211987	+	27.4824	NA	NA	NA	NA	NA								
macs-myeast_peak_3231	NC_001148.4	520633	520633	+	27.4745	NA	NA	NA	NA	NA								
macs-myeast_peak_3202	NC_001148.4	425917	425917	+	27.4526	NA	NA	NA	NA	NA								
macs-myeast_peak_1134	NC_001139.9	361918	361918	+	27.4504	NA	NA	NA	NA	NA								
macs-myeast_peak_1474	NC_001140.6	450640	450640	+	27.3023	NA	NA	NA	NA	NA								
macs-myeast_peak_2695	NC_001146.8	485551	485551	+	27.2943	NA	NA	NA	NA	NA								
macs-myeast_peak_1517	NC_001141.2	117659	117659	+	27.2912	NA	NA	NA	NA	NA								
macs-myeast_peak_3124	NC_001148.4	153459	153459	+	27.268	NA	NA	NA	NA	NA								
macs-myeast_peak_1855	NC_001143.9	213019	213019	+	27.2479	NA	NA	NA	NA	NA								
macs-myeast_peak_762	NC_001136.10	1443430	1443430	+	27.2453	NA	NA	NA	NA	NA								
macs-myeast_peak_490	NC_001136.10	489209	489209	+	27.2272	NA	NA	NA	NA	NA								
macs-myeast_peak_3054	NC_001147.6	960223	960223	+	27.1173	NA	NA	NA	NA	NA								
macs-myeast_peak_444	NC_001136.10	341611	341611	+	27.1054	NA	NA	NA	NA	NA								
macs-myeast_peak_1347	NC_001139.9	1063176	1063176	+	27.1033	NA	NA	NA	NA	NA								
macs-myeast_peak_1282	NC_001139.9	832405	832405	+	27.0994	NA	NA	NA	NA	NA								
macs-myeast_peak_177	NC_001134.8	473993	473993	+	27.078	NA	NA	NA	NA	NA								
macs-myeast_peak_1987	NC_001143.9	640315	640315	+	27.078	NA	NA	NA	NA	NA								
macs-myeast_peak_1907	NC_001143.9	356467	356467	+	27.078	NA	NA	NA	NA	NA								
macs-myeast_peak_1412	NC_001140.6	229290	229290	+	27.0654	NA	NA	NA	NA	NA								
macs-myeast_peak_893	NC_001137.3	337654	337654	+	27.0608	NA	NA	NA	NA	NA								
macs-myeast_peak_2212	NC_001144.5	826956	826956	+	27.037	NA	NA	NA	NA	NA								
macs-myeast_peak_2223	NC_001144.5	871655	871655	+	27.0156	NA	NA	NA	NA	NA								
macs-myeast_peak_2618	NC_001146.8	255239	255239	+	26.9788	NA	NA	NA	NA	NA								
macs-myeast_peak_2482	NC_001145.3	731218	731218	+	26.9695	NA	NA	NA	NA	NA								
macs-myeast_peak_1869	NC_001143.9	246160	246160	+	26.9099	NA	NA	NA	NA	NA								
macs-myeast_peak_2998	NC_001147.6	792288	792288	+	26.9071	NA	NA	NA	NA	NA								
macs-myeast_peak_474	NC_001136.10	437987	437987	+	26.8108	NA	NA	NA	NA	NA								
macs-myeast_peak_3171	NC_001148.4	310191	310191	+	26.807	NA	NA	NA	NA	NA								
macs-myeast_peak_426	NC_001136.10	286728	286728	+	26.7943	NA	NA	NA	NA	NA								
macs-myeast_peak_527	NC_001136.10	617224	617224	+	26.7022	NA	NA	NA	NA	NA								
macs-myeast_peak_1036	NC_001139.9	27507	27507	+	26.6819	NA	NA	NA	NA	NA								
macs-myeast_peak_528	NC_001136.10	618333	618333	+	26.643	NA	NA	NA	NA	NA								
macs-myeast_peak_1031	NC_001138.5	263791	263791	+	26.6337	NA	NA	NA	NA	NA								
macs-myeast_peak_862	NC_001137.3	250639	250639	+	26.6337	NA	NA	NA	NA	NA								
macs-myeast_peak_221	NC_001134.8	625729	625729	+	26.6337	NA	NA	NA	NA	NA								
macs-myeast_peak_3278	NC_001148.4	685494	685494	+	26.5664	NA	NA	NA	NA	NA								
macs-myeast_peak_2627	NC_001146.8	284085	284085	+	26.4601	NA	NA	NA	NA	NA								
macs-myeast_peak_449	NC_001136.10	366059	366059	+	26.4523	NA	NA	NA	NA	NA								
macs-myeast_peak_1859	NC_001143.9	220308	220308	+	26.3382	NA	NA	NA	NA	NA								
macs-myeast_peak_2465	NC_001145.3	667513	667513	+	26.3248	NA	NA	NA	NA	NA								
macs-myeast_peak_1997	NC_001144.5	66544	66544	+	26.2866	NA	NA	NA	NA	NA								
macs-myeast_peak_839	NC_001137.3	162686	162686	+	26.2551	NA	NA	NA	NA	NA								
macs-myeast_peak_1706	NC_001142.9	365714	365714	+	26.1926	NA	NA	NA	NA	NA								
macs-myeast_peak_2528	NC_001145.3	867167	867167	+	26.1926	NA	NA	NA	NA	NA								
macs-myeast_peak_1686	NC_001142.9	295214	295214	+	26.1889	NA	NA	NA	NA	NA								
macs-myeast_peak_2694	NC_001146.8	479707	479707	+	26.1889	NA	NA	NA	NA	NA								
macs-myeast_peak_2658	NC_001146.8	375243	375243	+	26.1266	NA	NA	NA	NA	NA								
macs-myeast_peak_1725	NC_001142.9	434684	434684	+	26.0909	NA	NA	NA	NA	NA								
macs-myeast_peak_2896	NC_001147.6	417832	417832	+	26.0804	NA	NA	NA	NA	NA								
macs-myeast_peak_642	NC_001136.10	1020659	1020659	+	26.0661	NA	NA	NA	NA	NA								
macs-myeast_peak_1801	NC_001143.9	38192	38192	+	26.0577	NA	NA	NA	NA	NA								
macs-myeast_peak_1392	NC_001140.6	170392	170392	+	25.9578	NA	NA	NA	NA	NA								
macs-myeast_peak_1402	NC_001140.6	201360	201360	+	25.9505	NA	NA	NA	NA	NA								
macs-myeast_peak_569	NC_001136.10	768113	768113	+	25.9402	NA	NA	NA	NA	NA								
macs-myeast_peak_2684	NC_001146.8	447306	447306	+	25.9208	NA	NA	NA	NA	NA								
macs-myeast_peak_3176	NC_001148.4	335938	335938	+	25.8756	NA	NA	NA	NA	NA								
macs-myeast_peak_184	NC_001134.8	490517	490517	+	25.8564	NA	NA	NA	NA	NA								
macs-myeast_peak_1631	NC_001142.9	119145	119145	+	25.8528	NA	NA	NA	NA	NA								
macs-myeast_peak_1248	NC_001139.9	733025	733025	+	25.8393	NA	NA	NA	NA	NA								
macs-myeast_peak_2861	NC_001147.6	307899	307899	+	25.8229	NA	NA	NA	NA	NA								
macs-myeast_peak_1547	NC_001141.2	220750	220750	+	25.8141	NA	NA	NA	NA	NA								
macs-myeast_peak_2284	NC_001145.3	38076	38076	+	25.7816	NA	NA	NA	NA	NA								
macs-myeast_peak_796	NC_001137.3	51613	51613	+	25.7719	NA	NA	NA	NA	NA								
macs-myeast_peak_1515	NC_001141.2	102657	102657	+	25.7556	NA	NA	NA	NA	NA								
macs-myeast_peak_3331	NC_001148.4	878469	878469	+	25.7546	NA	NA	NA	NA	NA								
macs-myeast_peak_1526	NC_001141.2	142883	142883	+	25.754	NA	NA	NA	NA	NA								
macs-myeast_peak_3377	NC_001224.1	59883	59883	+	25.754	NA	NA	NA	NA	NA								
macs-myeast_peak_1681	NC_001142.9	280685	280685	+	25.754	NA	NA	NA	NA	NA								
macs-myeast_peak_2	NC_001133.9	30123	30123	+	25.754	NA	NA	NA	NA	NA								
macs-myeast_peak_2874	NC_001147.6	357433	357433	+	25.754	NA	NA	NA	NA	NA								
macs-myeast_peak_3075	NC_001147.6	1031310	1031310	+	25.6934	NA	NA	NA	NA	NA								
macs-myeast_peak_1817	NC_001143.9	94129	94129	+	25.6683	NA	NA	NA	NA	NA								
macs-myeast_peak_1096	NC_001139.9	249835	249835	+	25.6525	NA	NA	NA	NA	NA								
macs-myeast_peak_120	NC_001134.8	306001	306001	+	25.6511	NA	NA	NA	NA	NA								
macs-myeast_peak_2031	NC_001144.5	184950	184950	+	25.6491	NA	NA	NA	NA	NA								
macs-myeast_peak_2074	NC_001144.5	341555	341555	+	25.5621	NA	NA	NA	NA	NA								
macs-myeast_peak_380	NC_001136.10	122015	122015	+	25.5543	NA	NA	NA	NA	NA								
macs-myeast_peak_1150	NC_001139.9	411308	411308	+	25.5485	NA	NA	NA	NA	NA								
macs-myeast_peak_324	NC_001135.5	190593	190593	+	25.5309	NA	NA	NA	NA	NA								
macs-myeast_peak_2752	NC_001146.8	668343	668343	+	25.5094	NA	NA	NA	NA	NA								
macs-myeast_peak_1414	NC_001140.6	234695	234695	+	25.5021	NA	NA	NA	NA	NA								
macs-myeast_peak_731	NC_001136.10	1305956	1305956	+	25.47	NA	NA	NA	NA	NA								
macs-myeast_peak_688	NC_001136.10	1178425	1178425	+	25.4464	NA	NA	NA	NA	NA								
macs-myeast_peak_2436	NC_001145.3	558549	558549	+	25.4066	NA	NA	NA	NA	NA								
macs-myeast_peak_451	NC_001136.10	369594	369594	+	25.3936	NA	NA	NA	NA	NA								
macs-myeast_peak_2665	NC_001146.8	400543	400543	+	25.3794	NA	NA	NA	NA	NA								
macs-myeast_peak_612	NC_001136.10	923896	923896	+	25.3408	NA	NA	NA	NA	NA								
macs-myeast_peak_1867	NC_001143.9	237397	237397	+	25.318	NA	NA	NA	NA	NA								
macs-myeast_peak_789	NC_001137.3	27619	27619	+	25.318	NA	NA	NA	NA	NA								
macs-myeast_peak_2974	NC_001147.6	712601	712601	+	25.318	NA	NA	NA	NA	NA								
macs-myeast_peak_3378	NC_001224.1	60902	60902	+	25.318	NA	NA	NA	NA	NA								
macs-myeast_peak_2709	NC_001146.8	529840	529840	+	25.2763	NA	NA	NA	NA	NA								
macs-myeast_peak_807	NC_001137.3	82742	82742	+	25.2327	NA	NA	NA	NA	NA								
macs-myeast_peak_2513	NC_001145.3	818808	818808	+	25.215	NA	NA	NA	NA	NA								
macs-myeast_peak_1121	NC_001139.9	307393	307393	+	25.2149	NA	NA	NA	NA	NA								
macs-myeast_peak_294	NC_001135.5	105557	105557	+	25.2	NA	NA	NA	NA	NA								
macs-myeast_peak_2490	NC_001145.3	756231	756231	+	25.1046	NA	NA	NA	NA	NA								
macs-myeast_peak_1154	NC_001139.9	420639	420639	+	25.0937	NA	NA	NA	NA	NA								
macs-myeast_peak_3121	NC_001148.4	138609	138609	+	25.0731	NA	NA	NA	NA	NA								
macs-myeast_peak_2969	NC_001147.6	681011	681011	+	25.073	NA	NA	NA	NA	NA								
macs-myeast_peak_716	NC_001136.10	1261622	1261622	+	25.0568	NA	NA	NA	NA	NA								
macs-myeast_peak_2840	NC_001147.6	252686	252686	+	25.0504	NA	NA	NA	NA	NA								
macs-myeast_peak_1596	NC_001141.2	378459	378459	+	25.0431	NA	NA	NA	NA	NA								
macs-myeast_peak_2461	NC_001145.3	653877	653877	+	25.0113	NA	NA	NA	NA	NA								
macs-myeast_peak_1634	NC_001142.9	126408	126408	+	24.97	NA	NA	NA	NA	NA								
